State,PC No,Constituency,Sl no,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Vote Share
KARNATAKA,2,BELGAUM,8,PRAJAAKEEYA MALLAPPA CHOGALA (PREM),UTTAMA PRAJAAKEEYA PARTY,1413,20,1433,0.1
KARNATAKA,2,BELGAUM,9,LAXMAN JADAGANNAVAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1287,15,1302,0.09
KARNATAKA,2,BELGAUM,10,NITIN ASHOK MHADAGUT,INDEPENDENT,1286,24,1310,0.09
KARNATAKA,2,BELGAUM,11,PUNDALIK ITNAL,INDEPENDENT,1062,37,1099,0.08
KARNATAKA,2,BELGAUM,12,ASHOK P HANAJI,INDEPENDENT,668,11,679,0.05
KARNATAKA,2,BELGAUM,13,ASHPAKAHMAD USTAD,INDEPENDENT,622,12,634,0.05
KARNATAKA,2,BELGAUM,14,NOTA,NONE OF THE ABOVE,5683,43,5726,0.41
KARNATAKA,3,BAGALKOT,1,GADDIGOUDAR. PARVATAGOUDA. CHANDANAGOUDA.,BHARATIYA JANATA PARTY,667441,3598,671039,50.93
KARNATAKA,3,BAGALKOT,2,SAMYUKTA SHIVANAND PATIL,INDIAN NATIONAL CONGRESS,600741,1899,602640,45.74
KARNATAKA,3,BAGALKOT,3,NAGARAJ. S. KALKUTAGAR,INDEPENDENT,5628,1,5629,0.43
KARNATAKA,3,BAGALKOT,4,PARASHURAM. LAXMAN. NEELANAIK,INDEPENDENT,5084,6,5090,0.39
KARNATAKA,3,BAGALKOT,5,ANTHOSH SAVVASE,UTTAMA PRAJAAKEEYA PARTY,4909,14,4923,0.37
KARNATAKA,3,BAGALKOT,6,JYOTI GULEDGUDDA,INDEPENDENT,4636,9,4645,0.35
KARNATAKA,3,BAGALKOT,7,M. B. SIDAGONI,BAHUJAN SAMAJ PARTY,4453,26,4479,0.34
KARNATAKA,3,BAGALKOT,8,DR. MUTTU. S. SURAKOD. (MADAR),INDEPENDENT,3131,4,3135,0.24
KARNATAKA,3,BAGALKOT,9,PRASHANT RAO,INDEPENDENT,1909,5,1914,0.15
KARNATAKA,3,BAGALKOT,10,DATTATREYA DASHARATHA TAVARE,INDEPENDENT,1607,13,1620,0.12
KARNATAKA,3,BAGALKOT,11,AMBROSE D' MELLO,INDEPENDENT,1203,2,1205,0.09
KARNATAKA,3,BAGALKOT,12,KENGANAL. MALLIKARJUN. BHIMAPPA,INDEPENDENT,1189,18,1207,0.09
KARNATAKA,3,BAGALKOT,13,MALLIKARJUN H. T.,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1137,7,1144,0.09
KARNATAKA,3,BAGALKOT,14,RAJESAB BURANSAB. MASALI,INDEPENDENT,988,4,992,0.08
KARNATAKA,3,BAGALKOT,15,SHARANAPPA MALLAPPA KOTLANNAVAR,INDEPENDENT,830,2,832,0.06
KARNATAKA,3,BAGALKOT,16,RAVI SHIVAPPA PADASALAGI,INDEPENDENT,654,2,656,0.05
KARNATAKA,3,BAGALKOT,17,SAIYYAD IMAMSAB JAKALI,TIPU SULTAN PARTY,546,4,550,0.04
KARNATAKA,3,BAGALKOT,18,ABDULAZIZ KALADAGI PENDARI,INDEPENDENT,524,5,529,0.04
KARNATAKA,3,BAGALKOT,19,MUTTAPPA MUDAKAPPA HIREKUMBI,RAITA BHARAT PARTY,509,9,518,0.04
KARNATAKA,3,BAGALKOT,20,SAGAR. BASAPPA. KUMBAR,KARNATAKA RASHTRA SAMITHI,494,5,499,0.04
KARNATAKA,3,BAGALKOT,21,S. M. MARIGOUDAR,DESH PREM PARTY,451,3,454,0.03
KARNATAKA,3,BAGALKOT,22,SHANKAR. VENKAPPA. NAIKAR.,REPUBLICAN PARTY OF INDIA (A),431,10,441,0.03
KARNATAKA,3,BAGALKOT,23,NOTA,NONE OF THE ABOVE,3398,22,3420,0.26
KARNATAKA,4,BIJAPUR,1,RAMESH JIGAJINAGI,BHARATIYA JANATA PARTY,669055,3726,672781,51.91
KARNATAKA,4,BIJAPUR,2,RAJU ALAGUR.,INDIAN NATIONAL CONGRESS,593277,2275,595552,45.95
KARNATAKA,4,BIJAPUR,3,GANAPATI  RATHOD (HANJAGI),KARNATAKA RASHTRA SAMITHI,7652,39,7691,0.59
KARNATAKA,4,BIJAPUR,4,BHOVI TARABAI,INDEPENDENT,4342,11,4353,0.34
KARNATAKA,4,BIJAPUR,5,RAMJI YAMANAPPA BUDDHAPRIYA,NAKI BHARATIYA EKTA PARTY,2414,12,2426,0.19
KARNATAKA,4,BIJAPUR,6,NAGAJYOTI.B.N.,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2375,17,2392,0.18
KARNATAKA,4,BIJAPUR,7,RAJAKUMAR APPANNA HONNAKATTI,RASHTRIYA SAMAJ PAKSHA,1784,10,1794,0.14
KARNATAKA,4,BIJAPUR,8,JITENDRA.ASHOK. KAMBLE,REPUBLICAN PARTY OF INDIA (A),1605,18,1623,0.13
KARNATAKA,4,BIJAPUR,9,NOTA,NONE OF THE ABOVE,7482,20,7502,0.58
KARNATAKA,5,GULBARGA,1,RADHAKRISHNA,INDIAN NATIONAL CONGRESS,650623,1698,652321,49.78
KARNATAKA,5,GULBARGA,2,DR. UMESH G JADHAV,BHARATIYA JANATA PARTY,622615,2501,625116,47.7
KARNATAKA,5,GULBARGA,3,HUCHESHWARA WATHAR GOUR,BAHUJAN SAMAJ PARTY,7871,17,7888,0.6
KARNATAKA,5,GULBARGA,4,SUNDAR,INDEPENDENT,3675,2,3677,0.28
KARNATAKA,5,GULBARGA,5,JYOTI RAMESH CHAVAN,INDEPENDENT,2787,18,2805,0.21
KARNATAKA,5,GULBARGA,6,SHARANAPPA (PINTU),INDEPENDENT,1879,5,1884,0.14
KARNATAKA,5,GULBARGA,7,TARABAI BHOVI,INDEPENDENT,1546,4,1550,0.12
KARNATAKA,5,GULBARGA,8,RAMESH BHIMSING CHAVAN,INDEPENDENT,1332,2,1334,0.1
KARNATAKA,5,GULBARGA,9,ANAND SINNUR,INDEPENDENT,1271,9,1280,0.1
KARNATAKA,5,GULBARGA,10,NAGENDRA RAO,UTTAMA PRAJAAKEEYA PARTY,1211,15,1226,0.09
KARNATAKA,5,GULBARGA,11,S.M.SHARMA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1136,8,1144,0.09
KARNATAKA,5,GULBARGA,12,RAJKUMAR,BHARTIYABAHUJANKRANTI DAL,702,7,709,0.05
KARNATAKA,5,GULBARGA,13,VIJAY JADHAV,KARNATAKA RASHTRA SAMITHI,555,5,560,0.04
KARNATAKA,5,GULBARGA,14,B. VIJAYKUMAR CHINCHANSOORKAR,PRAHAR JANSHAKTI PARTY,548,6,554,0.04
KARNATAKA,5,GULBARGA,15,NOTA,NONE OF THE ABOVE,8416,13,8429,0.64
KARNATAKA,6,RAICHUR,1,G. KUMAR NAIK.,INDIAN NATIONAL CONGRESS,669413,1553,670966,51.63
KARNATAKA,6,RAICHUR,2,RAJA AMARESHWARA NAIK.,BHARATIYA JANATA PARTY,588833,2352,591185,45.49
KARNATAKA,6,RAICHUR,3,S. NARASANNA GOUDA NAYAKA,BAHUJAN SAMAJ PARTY,9275,14,9289,0.71
KARNATAKA,6,RAICHUR,4,BASAVA PRABHU. MEDA,KARNATAKA RASHTRA SAMITHI,5173,8,5181,0.4
KARNATAKA,6,RAICHUR,5,AMARESH,INDEPENDENT,4459,6,4465,0.34
KARNATAKA,6,RAICHUR,6,YALLAMMA DALAPATHI,INDEPENDENT,3629,5,3634,0.28
KARNATAKA,6,RAICHUR,7,MEDHAR SHAMRAO,BHARTIYA JAN SAMRAT PARTY,2625,15,2640,0.2
KARNATAKA,6,RAICHUR,8,RAMALINGAPPA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2404,5,2409,0.19
KARNATAKA,6,RAICHUR,9,NOTA,NONE OF THE ABOVE,9825,25,9850,0.76
KARNATAKA,7,BIDAR,1,SAGAR ESHWAR KHANDRE,INDIAN NATIONAL CONGRESS,665162,1155,666317,53.63
KARNATAKA,7,BIDAR,2,BHAGWANTH KHUBA,BHARATIYA JANATA PARTY,535766,1676,537442,43.26
KARNATAKA,7,BIDAR,3,AMBADAS SOPANRAO HULSURE,BAHUJAN BHARAT PARTY,5300,2,5302,0.43
KARNATAKA,7,BIDAR,4,PUTARAJ,BAHUJAN SAMAJ PARTY,4541,13,4554,0.37
KARNATAKA,7,BIDAR,5,DR. DINKAR MORE,INDEPENDENT,4105,11,4116,0.33
KARNATAKA,7,BIDAR,6,SRI ROPH ABDUL GANI,INDEPENDENT,3101,3,3104,0.25
KARNATAKA,7,BIDAR,7,SHIVRAJ ADIVEPPA SATWAR,INDEPENDENT,3076,3,3079,0.25
KARNATAKA,7,BIDAR,8,RAMVILAS RAMULALJI NAVANDAR,INDEPENDENT,2694,0,2694,0.22
KARNATAKA,7,BIDAR,9,RIYAZ AHMED,INDEPENDENT,1710,1,1711,0.14
KARNATAKA,7,BIDAR,10,MOHD. SHAFEEQ UR RAHAMAN,ALL INDIA ULAMA CONGRESS,1684,10,1694,0.14
KARNATAKA,7,BIDAR,11,JAIRAJ KASHAPPA BUKKA ADVOCATE,INDEPENDENT,1493,0,1493,0.12
KARNATAKA,7,BIDAR,12,BALBHEEM UNNE,INDEPENDENT,1462,8,1470,0.12
KARNATAKA,7,BIDAR,13,WASEEMUDDIN,INDEPENDENT,1169,1,1170,0.09
KARNATAKA,7,BIDAR,14,MAHESH GORNALKAR,REPUBLICAN PARTY OF INDIA (A),974,7,981,0.08
KARNATAKA,7,BIDAR,15,DILIP KADWAD,INDEPENDENT,791,7,798,0.06
KARNATAKA,7,BIDAR,16,GOPAL M.P. GARAMPALLI,INDEPENDENT,765,2,767,0.06
KARNATAKA,7,BIDAR,17,RAMESH J CHAVAN,KARNATAKA RASHTRA SAMITHI,471,1,472,0.04
KARNATAKA,7,BIDAR,18,RAMCHANDRA NARAYAN KACHAVE,KRANTI KARI JAI HIND SENA,468,4,472,0.04
KARNATAKA,7,BIDAR,19,NOTA,NONE OF THE ABOVE,4674,12,4686,0.38
KARNATAKA,8,KOPPAL,1,K. RAJASHEKAR BASAVARAJ HITNAL,INDIAN NATIONAL CONGRESS,661921,1590,663511,49.93
KARNATAKA,8,KOPPAL,2,DR . BASAVARAJ. K. SHARANAPPA,BHARATIYA JANATA PARTY,614866,2288,617154,46.44
KARNATAKA,8,KOPPAL,3,MALLIKARJUN HADAPAD,INDEPENDENT,7310,4,7314,0.55
KARNATAKA,8,KOPPAL,4,SHANKARA,BAHUJAN SAMAJ PARTY,7031,12,7043,0.53
KARNATAKA,8,KOPPAL,5,KARADI BASAVARAJ,INDEPENDENT,5868,9,5877,0.44
KARNATAKA,8,KOPPAL,6,RUKMINI,INDEPENDENT,5279,3,5282,0.4
KARNATAKA,8,KOPPAL,7,SURESH. GOUDA MUNDINAMANE,INDEPENDENT,4641,1,4642,0.35
KARNATAKA,8,KOPPAL,8,NAGARAJ KALAL,INDEPENDENT,1992,2,1994,0.15
KARNATAKA,8,KOPPAL,9,KALAPPA YACHRAPPA BADIGER VISHWAKARMA,INDEPENDENT,1967,15,1982,0.15
KARNATAKA,8,KOPPAL,10,PA.YA. GANESH,INDEPENDENT,1892,3,1895,0.14
KARNATAKA,8,KOPPAL,11,HANAMESH . S . H. SHAKHAPUR,INDEPENDENT,1247,1,1248,0.09
KARNATAKA,8,KOPPAL,12,KAREEMPASHA GACHCHINMANI.,INDEPENDENT,1233,5,1238,0.09
KARNATAKA,8,KOPPAL,13,ANNOJI RAO. G,SARVA JANATA PARTY,1113,4,1117,0.08
KARNATAKA,8,KOPPAL,14,SHARANAPPA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1097,9,1106,0.08
KARNATAKA,8,KOPPAL,15,NIRUPADI K GOMARSI,KARNATAKA RASHTRA SAMITHI,891,9,900,0.07
KARNATAKA,8,KOPPAL,16,RAMZANBEE,ALL INDIA ULAMA CONGRESS,800,6,806,0.06
KARNATAKA,8,KOPPAL,17,D DURGA PRASAD BYATARAYANAJI,CHALLENGERS PARTY,798,1,799,0.06
KARNATAKA,8,KOPPAL,18,C. SHARANA BASAPPA,REPUBLICAN PARTY OF INDIA (KARNATAKA),770,6,776,0.06
KARNATAKA,8,KOPPAL,19,IMAMSAB JANGLISAB MULLA,INDEPENDENT,728,5,733,0.06
KARNATAKA,8,KOPPAL,20,NOTA,NONE OF THE ABOVE,3496,23,3519,0.26
KARNATAKA,9,BELLARY,1,E. TUKARAM,INDIAN NATIONAL CONGRESS,729581,1264,730845,52.58
KARNATAKA,9,BELLARY,2,B. SREERAMULU,BHARATIYA JANATA PARTY,629813,2040,631853,45.46
KARNATAKA,9,BELLARY,3,VALMIKI KRISHNAPPA,BAHUJAN SAMAJ PARTY,5901,10,5911,0.43
KARNATAKA,9,BELLARY,4,C. CHANNAVEERA,KARNATAKA RASHTRA SAMITHI,3794,3,3797,0.27
KARNATAKA,9,BELLARY,5,CONDUCTOR PAMPAPATHI,INDEPENDENT,2458,2,2460,0.18
KARNATAKA,9,BELLARY,6,VEERESH,INDEPENDENT,1862,8,1870,0.13
KARNATAKA,9,BELLARY,7,A. DEVADAS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1739,2,1741,0.13
KARNATAKA,9,BELLARY,8,MANJUNATHA GOSAL,PRAHAR JANSHAKTI PARTY,1319,3,1322,0.1
KARNATAKA,9,BELLARY,9,ARUN.S.HIREHAL,INDEPENDENT,1281,1,1282,0.09
KARNATAKA,9,BELLARY,10,G. SWAMY,NAVABHARATH SENA,940,4,944,0.07
KARNATAKA,9,BELLARY,11,NOTA,NONE OF THE ABOVE,7871,18,7889,0.57
KARNATAKA,10,HAVERI,1,BASAVARAJ BOMMAI,BHARATIYA JANATA PARTY,702189,3349,705538,50.55
KARNATAKA,10,HAVERI,2,ANANDSWAMY GADDADEVARMATH,INDIAN NATIONAL CONGRESS,660191,1834,662025,47.43
KARNATAKA,10,HAVERI,3,SUNANDA KARIYAPPA SHIRHATTI,INDEPENDENT,4705,2,4707,0.34
KARNATAKA,10,HAVERI,4,KHAJAMOHIDDIN GUDAGERI,SOCIALIST PARTY (INDIA),3398,3,3401,0.24
KARNATAKA,10,HAVERI,5,GANGADHAR BADIGER,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2264,6,2270,0.16
KARNATAKA,10,HAVERI,6,RUDRAPPA BASAPPA KUMBAR,INDEPENDENT,1352,4,1356,0.1
KARNATAKA,10,HAVERI,7,BASAVARAJ B HADI,INDEPENDENT,1065,6,1071,0.08
KARNATAKA,10,HAVERI,8,PRAJAKEEYA SACHINKUMAR KARJEKANNAVAR,UTTAMA PRAJAAKEEYA PARTY,1058,14,1072,0.08
KARNATAKA,10,HAVERI,9,DR. G H IMRAPUR,INDEPENDENT,930,23,953,0.07
KARNATAKA,10,HAVERI,10,JAGADISH YALLAPPA BANKAPURA,INDEPENDENT,660,14,674,0.05
KARNATAKA,10,HAVERI,11,TANU CHIKKANNA YADAV,KARNATAKA RASHTRA SAMITHI,628,8,636,0.05
KARNATAKA,10,HAVERI,12,H K NARASIMHAPPA,SAMAJWADI JANATA PARTY(KARNATAKA),445,1,446,0.03
KARNATAKA,10,HAVERI,13,VISHWANATH SHEERI,EKAM SANATAN BHARAT DAL,401,0,401,0.03
KARNATAKA,10,HAVERI,14,RASHEEDA BEGUM,INDIAN MOVEMENT PARTY,396,1,397,0.03
KARNATAKA,10,HAVERI,15,NOTA,NONE OF THE ABOVE,10831,34,10865,0.78
KARNATAKA,11,DHARWAD,1,PRALHAD JOSHI,BHARATIYA JANATA PARTY,713649,2582,716231,52.41
KARNATAKA,11,DHARWAD,2,VINOD ASOOTI,INDIAN NATIONAL CONGRESS,617616,1291,618907,45.29
KARNATAKA,11,DHARWAD,3,SHAKEELAHMAD.D.MULLA,INDEPENDENT,5866,6,5872,0.43
KARNATAKA,11,DHARWAD,4,S. S. PATIL,INDEPENDENT,5153,8,5161,0.38
KARNATAKA,11,DHARWAD,5,RAJU ANANTSA NAIKWADI,INDEPENDENT,3601,0,3601,0.26
KARNATAKA,11,DHARWAD,6,JAVEED AHAMED BELGAUMKAR.,NAKI BHARATIYA EKTA PARTY,3551,7,3558,0.26
KARNATAKA,11,DHARWAD,7,SHARANABASAV GONAVAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1148,19,1167,0.09
KARNATAKA,11,DHARWAD,8,BALANAGOUDRA MALLIKARJUNAGOUDA,INDEPENDENT,986,1,987,0.07
KARNATAKA,11,DHARWAD,9,TAKAPPA YALLAPPA KALAL,PRAHAR JANSHAKTI PARTY,901,4,905,0.07
KARNATAKA,11,DHARWAD,10,BUGADI BASAVALINGAPPA IRAPPA,UTTAMA PRAJAAKEEYA PARTY,796,4,800,0.06
KARNATAKA,11,DHARWAD,11,NAGARAJ. KARENNAVAR.,KARNATAKA RASHTRA SAMITHI,553,2,555,0.04
KARNATAKA,11,DHARWAD,12,PRAVEEN H. H.,INDEPENDENT,545,3,548,0.04
KARNATAKA,11,DHARWAD,13,DR. GURAPPA H IMRAPUR,INDEPENDENT,510,4,514,0.04
KARNATAKA,11,DHARWAD,14,BANKAPUR SHOUKATALI,TIPU SULTAN PARTY,464,9,473,0.03
KARNATAKA,11,DHARWAD,15,VINOD DASHARATH GHODKE,"PROUTIST BLOC, INDIA",409,2,411,0.03
KARNATAKA,11,DHARWAD,16,VENKATESH PRASAD. H,INDIAN LABOUR PARTY (AMBEDKAR PHULE),334,3,337,0.02
KARNATAKA,11,DHARWAD,17,MOHAMMED ISMAIL MUKTI,BHARATIYA PRAJAGALA KALYANA PAKSHA,313,4,317,0.02
KARNATAKA,11,DHARWAD,18,NOTA,NONE OF THE ABOVE,6126,21,6147,0.45
KARNATAKA,12,UTTARA KANNADA,1,VISHWESHWAR HEGDE KAGERI,BHARATIYA JANATA PARTY,777887,4608,782495,61.97
KARNATAKA,12,UTTARA KANNADA,2,DR. ANJALI NIMBALKAR,INDIAN NATIONAL CONGRESS,443296,1771,445067,35.25
KARNATAKA,12,UTTARA KANNADA,3,RAJSHEKHAR. SHANKAR. HINDALAGI.,INDEPENDENT,5384,13,5397,0.43
KARNATAKA,12,UTTARA KANNADA,4,GANAPATI HEGDE,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4427,45,4472,0.35
KARNATAKA,12,UTTARA KANNADA,5,NIRANJAN UDAYSINH SIRDESAI,INDEPENDENT,4116,53,4169,0.33
KARNATAKA,12,UTTARA KANNADA,6,NAGARAJ. ANANT. SHIRALI.,INDEPENDENT,2860,22,2882,0.23
KARNATAKA,12,UTTARA KANNADA,7,CHIDANAND  HANUMANTHAPPA HARIJAN,INDEPENDENT,1707,14,1721,0.14
KARNATAKA,12,UTTARA KANNADA,8,PRAJAAKEEYA SUNIL,UTTAMA PRAJAAKEEYA PARTY,1523,43,1566,0.12
KARNATAKA,12,UTTARA KANNADA,9,VINAYAK NAIK,KARNATAKA RASHTRA SAMITHI,1230,33,1263,0.1
KARNATAKA,12,UTTARA KANNADA,10,K. P. PATIL,INDEPENDENT,901,55,956,0.08
KARNATAKA,12,UTTARA KANNADA,11,KRISHNA BALEGAR,INDEPENDENT,897,23,920,0.07
KARNATAKA,12,UTTARA KANNADA,12,ARAVIND GOWDA,INDEPENDENT,872,32,904,0.07
KARNATAKA,12,UTTARA KANNADA,13,AVINASH. NARAYAN. PATIL.,INDEPENDENT,761,12,773,0.06
KARNATAKA,12,UTTARA KANNADA,14,NOTA,NONE OF THE ABOVE,10151,25,10176,0.81
KARNATAKA,13,DAVANAGERE,1,DR. PRABHA MALLIKARJUN,INDIAN NATIONAL CONGRESS,631453,1606,633059,47.95
KARNATAKA,13,DAVANAGERE,2,GAYITHRI SIDDESHWARA,BHARATIYA JANATA PARTY,604531,2434,606965,45.97
KARNATAKA,13,DAVANAGERE,3,G.B.VINAY KUMAR,INDEPENDENT,42624,283,42907,3.25
KARNATAKA,13,DAVANAGERE,4,T.JABEENA AAPA,INDEPENDENT,5127,1,5128,0.39
KARNATAKA,13,DAVANAGERE,5,D. HANUMANTHAPPA,BAHUJAN SAMAJ PARTY,4462,13,4475,0.34
KARNATAKA,13,DAVANAGERE,6,TASLIM BANU,INDEPENDENT,4140,1,4141,0.31
KARNATAKA,13,DAVANAGERE,7,T.CHANDRU,INDEPENDENT,3043,0,3043,0.23
KARNATAKA,13,DAVANAGERE,8,G.M.GAYITRI SIDDESHI,INDEPENDENT,2453,11,2464,0.19
KARNATAKA,13,DAVANAGERE,9,PARAVEEJ.H,INDEPENDENT,1867,2,1869,0.14
KARNATAKA,13,DAVANAGERE,10,ESHWARA SHENGA,UTTAMA PRAJAAKEEYA PARTY,1424,6,1430,0.11
KARNATAKA,13,DAVANAGERE,11,A.K.GANESH,INDEPENDENT,1054,1,1055,0.08
KARNATAKA,13,DAVANAGERE,12,M.C.SREENIVAS,BHARATIYA PRAJAGALA KALYANA PAKSHA,968,5,973,0.07
KARNATAKA,13,DAVANAGERE,13,SYED ZABIULLA.K,INDEPENDENT,843,1,844,0.06
KARNATAKA,13,DAVANAGERE,14,ANABERU THIPPESWAMY,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),842,7,849,0.06
KARNATAKA,13,DAVANAGERE,15,SALEEM S,INDEPENDENT,799,0,799,0.06
KARNATAKA,13,DAVANAGERE,16,MOHAMED HAYATH.M,INDEPENDENT,721,1,722,0.05
KARNATAKA,13,DAVANAGERE,17,ABDUL NAZEER AHAMMED,INDEPENDENT,651,1,652,0.05
KARNATAKA,13,DAVANAGERE,18,RASHEED KHAN,INDEPENDENT,599,1,600,0.05
KARNATAKA,13,DAVANAGERE,19,M.G.SRIKANTH,NAVABHARATH SENA,555,6,561,0.04
KARNATAKA,13,DAVANAGERE,20,M.P. KHALANDAR,COUNTRY CITIZEN PARTY,536,3,539,0.04
KARNATAKA,13,DAVANAGERE,21,PEDDAPPA S,INDEPENDENT,506,2,508,0.04
KARNATAKA,13,DAVANAGERE,22,G.M.BARKATH ALI BASHA,INDEPENDENT,470,1,471,0.04
KARNATAKA,13,DAVANAGERE,23,K.S. VEERBHADRAPPA,KARNATAKA RASHTRA SAMITHI,466,9,475,0.04
KARNATAKA,13,DAVANAGERE,24,VEERESH.S (LION VEERESH),RANI CHENNAMMA PARTY,457,1,458,0.03
KARNATAKA,13,DAVANAGERE,25,DODDESH.H.S,JANAHITHA PAKSHA,439,1,440,0.03
KARNATAKA,13,DAVANAGERE,26,BARKATH ALI,INDEPENDENT,409,2,411,0.03
KARNATAKA,13,DAVANAGERE,27,MANJU. MARIKOPPA,INDEPENDENT,376,2,378,0.03
KARNATAKA,13,DAVANAGERE,28,RUDRESHA.K.H,SAMAJ VIKAS KRANTI PARTY,346,2,348,0.03
KARNATAKA,13,DAVANAGERE,29,RAVINAIK. B,INDEPENDENT,317,3,320,0.02
KARNATAKA,13,DAVANAGERE,30,MAHABUB BASHA,INDEPENDENT,308,0,308,0.02
KARNATAKA,13,DAVANAGERE,31,NOTA,NONE OF THE ABOVE,3165,11,3176,0.24
KARNATAKA,14,SHIMOGA,1,B.Y.RAGHAVENDRA,BHARATIYA JANATA PARTY,775731,2990,778721,56.54
KARNATAKA,14,SHIMOGA,2,GEETHA SHIVARAJKUMAR,INDIAN NATIONAL CONGRESS,533622,1384,535006,38.85
KARNATAKA,14,SHIMOGA,3,K. S. ESHWARAPPA,INDEPENDENT,29959,91,30050,2.18
KARNATAKA,14,SHIMOGA,4,BANDI,INDEPENDENT,7265,1,7266,0.53
KARNATAKA,14,SHIMOGA,5,RAVIKUMARA N.,INDEPENDENT,4551,1,4552,0.33
KARNATAKA,14,SHIMOGA,6,POOJA N. ANNAIAH,INDEPENDENT,3454,3,3457,0.25
KARNATAKA,14,SHIMOGA,7,A.D. SHIVAPPA,BAHUJAN SAMAJ PARTY,2772,7,2779,0.2
KARNATAKA,14,SHIMOGA,8,N. V. NAVEEN KUMAR,INDEPENDENT,1992,1,1993,0.14
KARNATAKA,14,SHIMOGA,9,ARUNA KANAHALLI,UTTAMA PRAJAAKEEYA PARTY,1475,3,1478,0.11
KARNATAKA,14,SHIMOGA,10,E.H. NAYAK,INDEPENDENT,953,1,954,0.07
KARNATAKA,14,SHIMOGA,11,JOHN BENNY,INDEPENDENT,863,4,867,0.06
KARNATAKA,14,SHIMOGA,12,GANESH. B (BELLI),INDEPENDENT,736,11,747,0.05
KARNATAKA,14,SHIMOGA,13,D.S. ESHWARAPPA,INDEPENDENT,687,8,695,0.05
KARNATAKA,14,SHIMOGA,14,KUNAJE MANJUNATHA GOWDA,INDEPENDENT,671,12,683,0.05
KARNATAKA,14,SHIMOGA,15,S.K PRABHU,KARNATAKA RASHTRA SAMITHI,611,6,617,0.04
KARNATAKA,14,SHIMOGA,16,SHIVARUDRAIAH SWAMY,INDEPENDENT,599,0,599,0.04
KARNATAKA,14,SHIMOGA,17,IMTIYAZ A. ATTAR,INDEPENDENT,440,2,442,0.03
KARNATAKA,14,SHIMOGA,18,MOHAMMED YUSUF KHAN,YOUNG STAR EMPOWERMENT PARTY,403,1,404,0.03
KARNATAKA,14,SHIMOGA,19,G. JAYADEVA,INDEPENDENT,367,1,368,0.03
KARNATAKA,14,SHIMOGA,20,CHANDRASHEKAR. H C,INDEPENDENT,352,5,357,0.03
KARNATAKA,14,SHIMOGA,21,P. SRIPATHI. BHAT,INDEPENDENT,343,1,344,0.02
KARNATAKA,14,SHIMOGA,22,SANDESH SHETTY. A,INDEPENDENT,292,1,293,0.02
KARNATAKA,14,SHIMOGA,23,H SURESH POOJARI,INDEPENDENT,219,1,220,0.02
KARNATAKA,14,SHIMOGA,24,NOTA,NONE OF THE ABOVE,4311,21,4332,0.31
KARNATAKA,15,UDUPI CHIKMAGALUR,1,KOTA SRINIVAS POOJARY,BHARATIYA JANATA PARTY,728219,4015,732234,59.56
KARNATAKA,15,UDUPI CHIKMAGALUR,2,K. JAYAPRAKASH HEGDE,INDIAN NATIONAL CONGRESS,470769,2290,473059,38.48
KARNATAKA,15,UDUPI CHIKMAGALUR,3,K.T. RADHAKRISHNA,BAHUJAN SAMAJ PARTY,5378,39,5417,0.44
KARNATAKA,15,UDUPI CHIKMAGALUR,4,SUDHEER KANCHAN MARAKALA,INDEPENDENT,2281,5,2286,0.19
KARNATAKA,15,UDUPI CHIKMAGALUR,5,SACHIN B.K,UTTAMA PRAJAAKEEYA PARTY,1299,34,1333,0.11
KARNATAKA,15,UDUPI CHIKMAGALUR,6,M. K. DAYANANDA,PROUTIST SARVA SAMAJ,1049,20,1069,0.09
KARNATAKA,15,UDUPI CHIKMAGALUR,7,VIJAY KUMAR M. G,INDEPENDENT,943,13,956,0.08
KARNATAKA,15,UDUPI CHIKMAGALUR,8,SUPREETH KUMAR POOJARY KATEEL,JANAHITHA PAKSHA,670,20,690,0.06
KARNATAKA,15,UDUPI CHIKMAGALUR,9,SHABAREESH,KARUNADA SEVAKARA PARTY,560,5,565,0.05
KARNATAKA,15,UDUPI CHIKMAGALUR,10,L. RANGANATH GOWDA,KARNATAKA RASHTRA SAMITHI,536,4,540,0.04
KARNATAKA,15,UDUPI CHIKMAGALUR,11,NOTA,NONE OF THE ABOVE,11235,34,11269,0.92
KARNATAKA,16,HASSAN,1,SHREYAS. M. PATEL,INDIAN NATIONAL CONGRESS,670274,2714,672988,49.67
KARNATAKA,16,HASSAN,2,PRAJWAL REVANNA,JANATA DAL  (SECULAR),626536,3803,630339,46.52
KARNATAKA,16,HASSAN,3,GANGADHAR BAHUJAN,BAHUJAN SAMAJ PARTY,12068,105,12173,0.9
